id,name,group
460,AGILAMEX 600 mg filmtabletta,oral
461,AGIOLAX granulátum,oral
462,AGNUCASTON belsőleges oldatos cseppek,oral
463,AGNUCASTON filmtabletta,oral
464,AILGENO SPAG.PEKA spag. belsőleges oldatos cseppek,oral
465,AIRFLUSOL FORSPIRO 50 mikrogramm/500 mikrogramm/adag adagolt inhalációs por,oral
466,AKANID  8 mg tabletta,oral
467,AKANID 16 mg tabletta,oral
468,AKINETON 2 mg tabletta,oral
469,"AKISTAN 0,05 mg/ml oldatos szemcsepp",oral
470,AKLOFEP 100 mg filmtabletta,oral
471,AKNEFUG EL 10 mg/ml külsőleges oldat,oral
472,AKNEFUG-OXID MILD 30 mg/g gél,oral
473,AKNEFUG-OXID MILD 50 mg/g gél,oral
474,AKNEMYCIN 20 mg/g kenőcs,oral
475,AKNEMYCIN 20 mg/g külsőleges oldat,oral
476,AKNENORMIN 10 mg lágy kapszula,oral
477,AKNENORMIN 20 mg lágy kapszula,oral
478,AKNEROXID  50 mg/g gél,oral
479,AKNEROXID 100 mg/g gél,oral
480,AKTIFERRIN belsőleges oldatos cseppek,oral
481,AKTIFERRIN lágy kapszula,oral
482,AKTIFERRIN szirup,oral
483,AKTIL 250 mg/125 mg filmtabletta,oral
484,AKTIL 500 mg/125 mg filmtabletta,oral
485,AKTIL DUO 400 mg/57 mg/5 ml por belsőleges szuszpenzióhoz,oral
486,AKTIL DUO 500 mg/125 mg filmtabletta,oral
487,AKTIL DUO 875 mg/125 mg filmtabletta,oral
488,AKTIL FORTE por belsőleges szuszpenzióhoz,oral
489,AKTIL por belsőleges szuszpenzióhoz,oral
490,ALBENDAZOL VIM SPECTRUM 200 mg tabletta,oral
491,ALBUNORM  50 g/l oldatos infúzió,oral
492,ALBUNORM 200 g/l oldatos infúzió,oral
493,ALBUNORM 250 g/l oldatos infúzió,oral
494,ALBUREX  50 g/l oldatos infúzió,oral
495,ALBUREX 200 g/l oldatos infúzió,oral
496,Aldara 5% krém,oral
497,Aldurazyme 100 E/ml koncentrátum oldatos infúzióhoz,oral
498,ALENDIS 70 mg tabletta,oral
499,ALENDROMAX 70 mg tabletta,oral
500,ALENDRON HEXAL 70 mg tabletta,oral
501,ALENDRONAT BLUEFISH 70 mg tabletta,oral
502,ALENDRONAT ORION 70 mg tabletta,oral
503,ALENDRONAT PLIVA 70 mg tabletta,oral
504,ALENDRONAT-RATIOPHARM 70 mg tabletta,oral
505,ALENDRONAT-RICHTER 70 mg filmtabletta,oral
506,ALENDRONAT-SANDOZ 70 mg filmtabletta,oral
507,ALENDRONSAV APOTEX 70 mg tabletta,oral
508,ALENDRONSAV PFIZER 70 mg tabletta,oral
509,ALERID 10 mg filmtabletta,oral
510,ALERPALUX 1 mg/ml oldatos szemcsepp,oral
511,ALEVE filmtabletta,oral
512,"ALFETIM 2,5 mg filmtabletta",oral
513,ALFETIM SR 5 mg retard filmtabletta,oral
514,ALFETIM UNO 10 mg retard tabletta,oral
515,ALFIN COMBO retard tabletta és filmtabletta,oral
516,ALFUGEN 10 mg retard tabletta,oral
517,ALFUZOSIN PHARMACENTER  5 mg retard tabletta,oral
518,ALFUZOSIN PHARMACENTER 10 mg retard tabletta,oral
519,ALFUZOSIN SANDOZ SR 5 mg retard tabletta,oral
520,ALFUZOSIN SANDOZ UNO 10 mg retard tabletta,oral
521,ALFUZOSTAD 10 mg retard tabletta,oral
522,ALGESAL krém,oral
523,ALGOFLEX 200 mg filmtabletta,oral
524,ALGOFLEX 25 mg/g gél,oral
525,ALGOFLEX 400 mg filmtabletta,oral
526,ALGOFLEX BABY 20 mg/ml belsőleges szuszpenzió,oral
527,ALGOFLEX DOLO 50 mg/g gél,oral
528,ALGOFLEX FORTE filmtabletta,oral
529,ALGOFLEX Izom+Ízület 300 mg retard kemény kapszula,oral
530,ALGOFLEX JUNIOR 40 mg/ml belsőleges szuszpenzió,oral
531,ALGOFLEX NORMA 400 mg filmtabletta,oral
532,ALGOFLEX RAPID 400 mg filmtabletta,oral
533,ALGOFLEX RAPID 400 mg lágy kapszula,oral
534,ALGOFLEX RAPID MINI 200 mg lágy kapszula,oral
535,ALGOFLEX-M tabletta,oral
536,"ALGOMIGRAN 2,5 mg filmtabletta",oral
537,"ALGOMIGRAN 2,5 mg szájban diszpergálódó tabletta",oral
538,"ALGOPARA 37,5 mg/325 mg filmtabletta",oral
539,ALGOPLAST-RATIOPHARM 140 mg gyógyszeres tapasz,oral
540,ALGOPYRIN 500 mg tabletta,oral
541,ALGOPYRIN COMPLEX tabletta,oral
542,ALGORAPID 500 mg pezsgőtabletta,oral
543,ALGOZONE 500 mg tabletta,oral
544,ALIANE filmtabletta,oral
545,Alimta 100 mg por oldatos infúzióhoz való koncentrátumhoz,oral
546,Alimta 500 mg por oldatos infúzióhoz való koncentrátumhoz,oral
547,ALKA-SELTZER 324 mg pezsgőtabletta,oral
548,ALKALIGEN oldatos infúzió,oral
549,ALKCEMA kenőcs,oral
550,ALKSEBOR kenőcs,oral
551,ALLEGRA 120 mg filmtabletta,oral
552,ALLEGRA FORTE 180 mg filmtabletta,oral
553,ALLEGRA JUNIOR 30 mg filmtabletta,oral
554,ALLENASAL 1 mg/ml oldatos orrspray,oral
555,ALLEOPTI 20 mg/ml oldatos szemcsepp,oral
556,ALLEOPTI KOMFORT 20 mg/ml oldatos szemcsepp egyadagos tartályban,oral
557,ALLERGODIL oldatos orrspray,oral
558,ALLERGODIL oldatos szemcsepp,oral
559,alli 27 mg rágótabletta,oral
560,alli 60 mg kemény kapszula,oral
561,Allium cepa (Cepa) golyócskák  (  5CH),oral
562,Allium cepa (Cepa) golyócskák  (  6CH),oral
563,Allium cepa (Cepa) golyócskák  (  9CH),oral
564,Allium cepa (Cepa) golyócskák  ( 12CH),oral
565,Allium cepa (Cepa) golyócskák  ( 15CH),oral
566,Allium cepa (Cepa) golyócskák  ( 30CH),oral
567,Allium cepa (Cepa) golyócskák  (200CH),oral
568,Allium cepa (Cepa) golyócskák  (C  5),oral
569,Allium cepa (Cepa) golyócskák  (C  6),oral
570,Allium cepa (Cepa) golyócskák  (C  9),oral
571,Allium cepa (Cepa) golyócskák  (C 12),oral
572,Allium cepa (Cepa) golyócskák  (C 15),oral
573,Allium cepa (Cepa) golyócskák  (C 30),oral
574,Allium cepa (Cepa) golyócskák  (C200),oral
575,Allium cepa (Cepa) golyócskák  (D 4),oral
576,Allium cepa (Cepa) golyócskák  (D 5),oral
577,Allium cepa (Cepa) golyócskák  (D 6),oral
578,Allium cepa (Cepa) golyócskák  (D10),oral
579,Allium cepa (Cepa) golyócskák  (D12),oral
580,Allium cepa (Cepa) golyócskák  (D30),oral
581,Allium cepa (Cepa) golyócskák (C1000),oral
582,Allium cepa (Cepa) golyócskák (C12),oral
583,Allium cepa (Cepa) golyócskák (C15),oral
584,Allium cepa (Cepa) golyócskák (C200),oral
585,Allium cepa (Cepa) golyócskák (C30),oral
586,Allium cepa (Cepa) golyócskák (C5),oral
587,Allium cepa (Cepa) golyócskák (C6),oral
588,Allium cepa (Cepa) golyócskák (C9),oral
589,Allium cepa (Cepa) golyócskák (D1000),oral
590,Allium cepa (Cepa) golyócskák (D12),oral
591,Allium cepa (Cepa) golyócskák (D200),oral
592,Allium cepa (Cepa) golyócskák (D30),oral
593,Allium cepa (Cepa) golyócskák (D4),oral
594,Allium cepa (Cepa) golyócskák (D6),oral
595,Allium sativum golyócskák  (  2CH),oral
596,Allium sativum golyócskák  (  5CH),oral
597,Allium sativum golyócskák  (  6CH),oral
598,Allium sativum golyócskák  (  9CH),oral
599,Allium sativum golyócskák  ( 12CH),oral
600,Allium sativum golyócskák  ( 15CH),oral
601,Allium sativum golyócskák  ( 30CH),oral
602,Allium sativum golyócskák  (200CH),oral
603,Aloe (Aloe capensis) golyócskák  (  2CH),oral
604,Aloe (Aloe capensis) golyócskák  (  5CH),oral
605,Aloe (Aloe capensis) golyócskák  (  6CH),oral
606,Aloe (Aloe capensis) golyócskák  (  9CH),oral
607,Aloe (Aloe capensis) golyócskák  ( 12CH),oral
608,Aloe (Aloe capensis) golyócskák  ( 15CH),oral
609,Aloe (Aloe capensis) golyócskák  ( 30CH),oral
610,Aloe (Aloe capensis) golyócskák  (200CH),oral
611,ALOMIDE 1 mg/ml oldatos szemcsepp,oral
612,Aloxi 500 mikrogramm lágy kapszula,oral
613,ALOZUR  5 mg tabletta,oral
614,ALOZUR 10 mg tabletta,oral
615,"ALPHA D3 0,25 mikrogramm lágy kapszula",oral
616,"ALPHA D3 0,50 mikrogramm lágy kapszula",oral
617,"ALPHA D3 0,50 mikrogramm lágy kapszula",oral
618,ALPHA D3 1 mikrogramm lágy kapszula,oral
619,"ALPHA D3 OSTEO 0,50 mikrogramm lágy kapszula",oral
620,"ALPHA D3-TEVA 0,25 mikrogramm lágy kapszula",oral
621,"ALPHA D3-TEVA 0,5 mikrogramm lágy kapszula",oral
622,ALPHA D3-TEVA 1 mikrogramm lágy kapszula,oral
623,ALPICORT külsőleges oldat,oral
624,ALPICORT PLUS külsőleges oldat,oral
625,"ALPRAZOLAM 1 A PHARMA 0,25 mg tabletta",oral
626,"ALPRAZOLAM 1 A PHARMA 0,5 mg tabletta",oral
627,ALPRAZOLAM 1 A PHARMA 1 mg tabletta,oral
628,"ALPRAZOLAM ORION 0,25 mg tabletta",oral
629,"ALPRAZOLAM ORION 0,5 mg tabletta",oral
630,ALPRAZOLAM ORION 1 mg tabletta,oral
631,"ALPRAZOLAM SANDOZ 0,25 mg tabletta",oral
632,"ALPRAZOLAM SANDOZ 0,5 mg tabletta",oral
633,ALPRAZOLAM SANDOZ 1 mg tabletta,oral
634,ALPRESTIL 20 mikrogramm/ml koncentrátum oldatos infúzióhoz,oral
635,ALPROBOTAL 500 mikrogramm/ml koncentrátum oldatos infúzióhoz,oral
636,ALPROSTADIL PINT 500 mikrogramm/ml koncentrátum oldatos infúzióhoz,oral
637,ALSOL kenőcs,oral
638,Altargo 1% kenőcs,oral
639,"ALTFORALLE 3 mg/0,02 mg filmtabletta",oral
640,"ALTFORALLE 3 mg/0,03 mg filmtabletta",oral
641,ALTIVA 120 mg filmtabletta,oral
642,ALTIVA 180 mg filmtabletta,oral
643,ALTZER  5 mg filmtabletta,oral
644,ALTZER 10 mg filmtabletta,oral
645,Aluminium oxydatum (Alumina) golyócskák  (  5CH),oral
646,Aluminium oxydatum (Alumina) golyócskák  (  6CH),oral
647,Aluminium oxydatum (Alumina) golyócskák  (  9CH),oral
648,Aluminium oxydatum (Alumina) golyócskák  ( 12CH),oral
649,Aluminium oxydatum (Alumina) golyócskák  ( 15CH),oral
650,Aluminium oxydatum (Alumina) golyócskák  ( 30CH),oral
651,Aluminium oxydatum (Alumina) golyócskák  (200CH),oral
652,Aluminium oxydatum (Alumina) golyócskák  (C 12),oral
653,Aluminium oxydatum (Alumina) golyócskák  (C 15),oral
654,Aluminium oxydatum (Alumina) golyócskák  (C 30),oral
655,Aluminium oxydatum (Alumina) golyócskák  (C200),oral
656,Aluminium oxydatum (Alumina) golyócskák  (D10),oral
657,Aluminium oxydatum (Alumina) golyócskák  (D12),oral
658,Aluminium oxydatum (Alumina) golyócskák  (D30),oral
659,ALUSULIN 1 g tabletta,oral
660,ALVASTRAN  80 mg filmtabletta,oral
661,ALVASTRAN 160 mg filmtabletta,oral
662,"ALVASTRAN HCT  80 mg/12,5 mg filmtabletta",oral
663,"ALVASTRAN HCT 160 mg/12,5 mg filmtabletta",oral
664,ALVASTRAN HCT 160 mg/25 mg filmtabletta,oral
665,ALVEOFACT 45 mg/ml por és oldószer endotracheopulmonalis csepegtető szuszpenzióhoz,oral
666,ALVESCO  40 mikrogramm túlnyomásos inhalációs oldat,oral
667,ALVESCO  80 mikrogramm túlnyomásos inhalációs oldat,oral
668,ALVESCO 160 mikrogramm túlnyomásos inhalációs oldat,oral
669,"ALVONAMID 1,5 mg retard filmtabletta",oral
670,"ALVOTADIN 2,5 mg szájban diszpergálódó tabletta",oral
671,ALVOTADIN 5 mg filmtabletta,oral
672,ALVOTADIN 5 mg szájban diszpergálódó tabletta,oral
673,ALYOSTAL PRICK Állati eredetű allergének oldat szúrásos allergiás bőrpróbához,oral
674,ALYOSTAL PRICK Atkák oldat szúrásos allergiás bőrpróbához,oral
675,ALYOSTAL PRICK Élelmiszerek oldat szúrásos allergiás bőrpróbához,oral
676,ALYOSTAL PRICK Növényi eredetű allergének oldat szúrásos allergiás bőrpróbához,oral
677,ALYOSTAL PRICK Penészgombák oldat szúrásos allergiás bőrpróbához,oral
678,ALYOSTAL PRICK Pollenek oldat szúrásos allergiás bőrpróbához,oral
679,ALZEPIL  5 mg filmtabletta,oral
680,ALZEPIL  5 mg szájban diszpergálódó tabletta,oral
681,ALZEPIL 10 mg filmtabletta,oral
682,ALZEPIL 10 mg szájban diszpergálódó tabletta,oral
683,AMAGEN 1 mg tabletta,oral
684,AMAGEN 2 mg tabletta,oral
685,AMAGEN 3 mg tabletta,oral
686,AMAGEN 4 mg tabletta,oral
687,"AMAROSA 3 mg/0,02 mg filmtabletta",oral
688,"AMAROSA CONTINUOUS 3 mg/0,02 mg filmtabletta",oral
689,AMARYL 1 mg tabletta,oral
690,AMARYL 2 mg tabletta,oral
691,AMARYL 3 mg tabletta,oral
692,AMARYL 4 mg tabletta,oral
693,AMARYL 6 mg tabletta,oral
694,AMBISOME 50 mg por oldatos infúzióhoz,oral
695,Ambra grisea (Ambra) golyócskák  (  4CH),oral
696,Ambra grisea (Ambra) golyócskák  (  5CH),oral
697,Ambra grisea (Ambra) golyócskák  (  6CH),oral
698,Ambra grisea (Ambra) golyócskák  (  9CH),oral
699,Ambra grisea (Ambra) golyócskák  ( 12CH),oral
700,Ambra grisea (Ambra) golyócskák  ( 15CH),oral
701,Ambra grisea (Ambra) golyócskák  ( 30CH),oral
702,Ambra grisea (Ambra) golyócskák  (200CH),oral
703,"AMBROBENE  7,5 mg/ml belsőleges oldat",oral
704,AMBROBENE 15 mg/5 ml szirup,oral
705,AMBROBENE 30 mg tabletta,oral
706,Ambrosia artemisiaefolia golyócskák  (C  2),oral
707,Ambrosia artemisiaefolia golyócskák  (C  5),oral
708,Ambrosia artemisiaefolia golyócskák  (C  6),oral
709,Ambrosia artemisiaefolia golyócskák  (C  9),oral
710,Ambrosia artemisiaefolia golyócskák  (C 12),oral
711,Ambrosia artemisiaefolia golyócskák  (C 15),oral
712,Ambrosia artemisiaefolia golyócskák  (C 30),oral
713,Ambrosia artemisiaefolia golyócskák  (C200),oral
714,"AMBROXOL REGENOLD  7,5 mg/ml belsőleges folyadék",oral
715,AMBROXOL REGENOLD 15 mg szopogató tabletta,oral
716,AMBROXOL TEVA 6 mg/ml belsőleges oldat,oral
717,AMBROXOL-TEVA 3 mg/ml szirup,oral
718,AMBROXOL-TEVA 30 mg tabletta,oral
719,AMBROXOL-TEVA 75 mg retard kemény kapszula,oral
720,Ameluz 78 mg/g gél,oral
721,AMETIST filmtabletta,oral
722,AMFIDOR  25 mg filmtabletta,oral
723,AMFIDOR  50 mg filmtabletta,oral
724,AMFIDOR 100 mg filmtabletta,oral
725,AMIKACIN B. BRAUN  5 mg/ml oldatos infúzió,oral
726,AMIKACIN B. BRAUN 10 mg/ml oldatos infúzió,oral
727,AMILORID COMP PHARMAVIT tabletta,oral
728,AMILOZID-TEVA 50 mg/5 mg tabletta,oral
729,AMINOMIX 1 NOVUM oldatos infúzió,oral
730,AMINOMIX 2 NOVUM oldatos infúzió,oral
731,AMINOPHYLLINUM retard tabletta,oral
732,AMINOPLASMAL B.BRAUN  5% E oldatos infúzió,oral
733,AMINOPLASMAL B.BRAUN 10% E oldatos infúzió,oral
734,AMINOPLASMAL B.BRAUN 10% oldatos infúzió,oral
735,AMINOPLASMAL HEPA 10% oldatos infúzió,oral
736,AMINOPLASMAL PAED 10% oldatos infúzió,oral
737,AMINOSTERIL N-HEPA 8% oldatos infúzió,oral
738,AMINOVEN  5% oldatos infúzió,oral
739,AMINOVEN 10% oldatos infúzió,oral
740,AMINOVEN INFANT 10% oldatos infúzió,oral
741,AMIPRID 200 mg tabletta,oral
742,AMIPRID 400 mg filmtabletta,oral
743,AMISULPRID-RATIOPHARM 200 mg tabletta,oral
744,AMISULPRIDE MYLAN 100 mg tabletta,oral
745,AMISULPRIDE MYLAN 200 mg tabletta,oral
746,AMISULPRIDE MYLAN 400 mg filmtabletta,oral
747,AMITREX 100 mg tabletta,oral
748,AMITREX 100 mg/ml belsőleges oldat,oral
749,AMITREX 200 mg tabletta,oral
750,AMITREX 400 mg filmtabletta,oral
751,AMLATOR 10 mg/10 mg filmtabletta,oral
752,AMLATOR 10 mg/5 mg filmtabletta,oral
753,AMLATOR 20 mg/10 mg filmtabletta,oral
754,AMLATOR 20 mg/5 mg filmtabletta,oral
755,AMLESSA 4 mg/10 mg tabletta,oral
756,AMLESSA 4 mg/5 mg tabletta,oral
757,AMLESSA 8 mg/10 mg tabletta,oral
758,AMLESSA 8 mg/5 mg tabletta,oral
759,AMLIPIN  5 mg tabletta,oral
760,AMLIPIN 10 mg tabletta,oral
761,AMLOBESYL  5 mg tabletta,oral
762,AMLOBESYL 10 mg tabletta,oral
763,AMLODEP  5 mg tabletta,oral
764,AMLODEP 10 mg tabletta,oral
765,AMLODIGAMMA  5 mg tabletta,oral
766,AMLODIGAMMA 10 mg tabletta,oral
767,AMLODIPIN BRIL  5 mg tabletta,oral
768,AMLODIPIN BRIL 10 mg tabletta,oral
769,AMLODIPIN GOODWILL  5 mg tabletta,oral
770,AMLODIPIN GOODWILL 10 mg tabletta,oral
771,AMLODIPIN MYLAN  5 mg tabletta,oral
772,AMLODIPIN MYLAN 10 mg tabletta,oral
773,AMLODIPIN PHARMA-REGIST  5 mg tabletta,oral
774,AMLODIPIN PHARMA-REGIST 10 mg tabletta,oral
775,AMLODIPIN SANDOZ  5 mg tabletta,oral
776,"AMLODIPIN SANDOZ  7,5 mg tabletta",oral
777,AMLODIPIN SANDOZ 10 mg tabletta,oral
778,AMLODIPIN VIM SPECTRUM  5 mg tabletta,oral
779,AMLODIPIN VIM SPECTRUM 10 mg tabletta,oral
780,AMLODIPIN VITABALANS  5 mg tabletta,oral
781,AMLODIPIN VITABALANS 10 mg tabletta,oral
782,AMLODIPIN-BEZILÁT-RATIOPHARM  5 mg tabletta,oral
783,AMLODIPIN-BEZILÁT-RATIOPHARM 10 mg tabletta,oral
784,AMLODIPIN-RATIOPHARM  5 mg tabletta,oral
785,AMLODIPIN-RATIOPHARM 10 mg tabletta,oral
786,AMLODIPIN-TEVA  5 mg tabletta,oral
787,AMLODIPIN-TEVA 10 mg tabletta,oral
788,AMLODIPIN-ZENTIVA  5 mg tabletta,oral
789,AMLODIPIN-ZENTIVA 10 mg tabletta,oral
790,AMLODIPIN/ATORVASTATIN KRKA  5 mg/10 mg filmtabletta,oral
791,AMLODIPIN/ATORVASTATIN KRKA 10 mg/10 mg filmtabletta,oral
792,AMLODIPIN/ATORVASTATIN TEVA  5 mg/10 mg filmtabletta,oral
793,AMLODIPIN/ATORVASTATIN TEVA 10 mg/10 mg filmtabletta,oral
794,AMLODIPINE BLUEFISH  5 mg tabletta,oral
795,AMLODIPINE BLUEFISH 10 mg tabletta,oral
796,AMLODIPINE-ARROW  5 mg tabletta,oral
797,AMLODIPINE-ARROW 10 mg tabletta,oral
798,AMLODIPRESS 1 A PHARMA  5 mg tabletta,oral
799,"AMLODIPRESS 1 A Pharma  7,5 mg tabletta",oral
800,AMLODIPRESS 1 A PHARMA 10 mg tabletta,oral
801,AMLODOWIN  5 mg tabletta,oral
802,AMLODOWIN 10 mg tabletta,oral
803,AMLOZEK  5 mg tabletta,oral
804,AMLOZEK 10 mg tabletta,oral
805,Ammonaps 500 mg tabletta,oral
806,Ammonaps 940 mg/g granulátum,oral
807,Ammonium Carbonicum (Amonii carbonas) golyócskák (C  2),oral
808,Ammonium Carbonicum (Amonii carbonas) golyócskák (C  5),oral
809,Ammonium Carbonicum (Amonii carbonas) golyócskák (C  6),oral
810,Ammonium Carbonicum (Amonii carbonas) golyócskák (C  9),oral
811,Ammonium Carbonicum (Amonii carbonas) golyócskák (C 12),oral
812,Ammonium Carbonicum (Amonii carbonas) golyócskák (C 15),oral
813,Ammonium Carbonicum (Amonii carbonas) golyócskák (C 30),oral
814,Ammonium Carbonicum (Amonii carbonas) golyócskák (C200),oral
815,Ammonium causticum (Ammoniae solutio concentrata) golyócskák  (C  2),oral
816,Ammonium causticum (Ammoniae solutio concentrata) golyócskák  (C  5),oral
817,Ammonium causticum (Ammoniae solutio concentrata) golyócskák  (C  6),oral
818,Ammonium causticum (Ammoniae solutio concentrata) golyócskák  (C  9),oral
819,Ammonium causticum (Ammoniae solutio concentrata) golyócskák  (C 12),oral
820,Ammonium causticum (Ammoniae solutio concentrata) golyócskák  (C 15),oral
821,Ammonium causticum (Ammoniae solutio concentrata) golyócskák  (C 30),oral
822,Ammonium causticum (Ammoniae solutio concentrata) golyócskák  (C200),oral
823,Ammonium chloratum golyócskák (  2CH),oral
824,Ammonium chloratum golyócskák (  5CH),oral
825,Ammonium chloratum golyócskák (  6CH),oral
826,Ammonium chloratum golyócskák (  9CH),oral
827,Ammonium chloratum golyócskák ( 12CH),oral
828,Ammonium chloratum golyócskák ( 15CH),oral
829,Ammonium chloratum golyócskák ( 30CH),oral
830,Ammonium chloratum golyócskák (200CH),oral
831,AMOCLAV 1a Pharma DUO 1000 mg filmtabletta,oral
832,AMOCLAV BLUEFISH 500 mg/125 mg filmtabletta,oral
833,AMOCLAV BLUEFISH 875 mg/125 mg filmtabletta,oral
834,AMOROLFIN-TEVA 50 mg/ml gyógyszeres körömlakk,oral
835,AMOXICILLIN BRIL 250 mg kapszula,oral
836,AMOXICILLIN BRIL 500 mg kemény kapszula,oral
837,AMOXICILLIN-TEVA  750 mg tabletta,oral
838,AMOXICILLIN-TEVA 1000 mg tabletta,oral
839,AMOXICILLIN-TEVA 250 mg kemény kapszula,oral
840,AMOXICILLIN-TEVA 50 mg/ml por belsőleges szuszpenzióhoz,oral
841,AMOXICILLIN-TEVA 500 mg kemény kapszula,oral
842,AMOXICILLIN/KLAVULÁNSAV AUROBINDO 500 mg/125 mg filmtabletta,oral
843,AMOXICILLIN/KLAVULÁNSAV AUROBINDO 875 mg/125 mg filmtabletta,oral
844,AMOXICILLIN/KLAVULÁNSAV KABI 2000 mg/200 mg por oldatos infúzióhoz,oral
845,AMOXICILLIN/KLAVULÁNSAV PFIZER 500 mg/125 mg filmtabletta,oral
846,AMOXICILLIN/KLAVULÁNSAV PFIZER 875 mg/125 mg filmtabletta,oral
847,AMPHOCIL 5 mg/ml liofilizátum oldatos infúzióhoz,oral
848,"AMPRILAN  1,25 mg tabletta",oral
849,"AMPRILAN  2,5 mg tabletta",oral
850,AMPRILAN  5 mg tabletta,oral
851,AMPRILAN 10 mg tabletta,oral
852,AMPRILAN HD 5 mg/25 mg tabletta,oral
853,"AMPRILAN HL 2,5 mg/12,5 mg tabletta",oral
854,Amylum nitrosum golyócskák  (C  4),oral
855,Amylum nitrosum golyócskák  (C  5),oral
856,Amylum nitrosum golyócskák  (C  6),oral
857,Amylum nitrosum golyócskák  (C  9),oral
858,Amylum nitrosum golyócskák  (C 12),oral
859,Amylum nitrosum golyócskák  (C 15),oral
860,Amylum nitrosum golyócskák  (C 30),oral
861,Amylum nitrosum golyócskák  (C200),oral
862,ANABREST 1 mg filmtabletta,oral
863,Anacardium orientale (Anacardium) golyócskák  (  5CH),oral
864,Anacardium orientale (Anacardium) golyócskák  (  6CH),oral
865,Anacardium orientale (Anacardium) golyócskák  (  9CH),oral
866,Anacardium orientale (Anacardium) golyócskák  ( 12CH),oral
867,Anacardium orientale (Anacardium) golyócskák  ( 15CH),oral
868,Anacardium orientale (Anacardium) golyócskák  ( 30CH),oral
869,Anacardium orientale (Anacardium) golyócskák  (200CH),oral
870,Anacardium orientale (Anacardium) golyócskák  (C    5),oral
871,Anacardium orientale (Anacardium) golyócskák  (C    6),oral
872,Anacardium orientale (Anacardium) golyócskák  (C    9),oral
873,Anacardium orientale (Anacardium) golyócskák  (C   12),oral
